id_fecha,fecha,mes,trimestre,ano,dia_semana
699,2025-08-06,5,2,2025,Jueves
700,2025-06-10,1,4,2024,Jueves
701,2025-09-21,7,,2025,Domingo
702,2024-11-17,1,2,2024,Miércoles
703,2025-06-24,,1,2024,Domingo
,2025-06-03,,2,2024,Viernes
705,2025-04-14,3,2,2024,Martes
706,2025-09-08,12,2,2024,Miércoles
707,2025-06-04,4,2,2025,Domingo
708,2025-06-05,7,2,2024,Lunes
709,2025-07-24,7,2,2025,Martes
710,,5,3,2025,Lunes
711,2025-05-16,11,2,2025,Jueves
712,2025-09-19,6,,2024,Jueves
713,2025-01-13,12,3,2024,Jueves
714,2024-10-31,1,3,2025,Jueves
715,2025-10-01,9,4,2024,Domingo
716,2025-08-14,4,3,2025,
717,2024-10-15,11,2,2024,Miércoles
718,2025-08-14,7,4,2025,
719,2024-11-04,12,3,2025,Viernes
720,2025-06-02,12,2,2025,Sábado
721,2024-12-07,3,2,2025,Domingo
